question_id,student_answer,final_mark,Crtierion 1,Criterion 2,Criterion 3,Criterion 4,Criterion 5,Crtierion 1_num,Criterion 2_num,Criterion 3_num,Criterion 4_num,Criterion 5_num
s1_9,"FUNCTION main()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  mini ← Min(numbers)
  maxi ← mini + Length(numbers)
  FOR i FROM mini to maxi DO
  IF i NOT IN numbers THEN
  Print 'i'
  END IF
  END FOR
 END FUNCTION",9,2,2,4,1 - Prints string 'i' instead of number,,2,2,4,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int over string_list
 mini ← Min(numbers)
 maxi ← mini + Length(numbers)
 FOR i FROM mini to maxi - 1
  IF i NOT IN numbers
  PRINT 'i'
 END FOR",9,2,2,4,1 - Prints string 'i' instead of number,,2,2,4,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 mini ← Min(numbers)
 maxi ← mini + Length(numbers)
 FOR i FROM mini to maxi DO
  IF i NOT IN numbers THEN
  PRINT i
  END IF
 END FOR",9,2,2,4,1 - Prints string 'i' instead of number,,2,2,4,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map each element in string_list to integer
 mini ← Min(numbers)
 maxi ← mini + Length(numbers)
 FOR i FROM mini to maxi DO
  IF i NOT IN numbers THEN
  PRINT i
  END IF
 END FOR",9,2,2,4,1 - Prints string 'i' instead of number,,2,2,4,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 indexes ← []
 min_value ← 1
 max_value ← 1 + Length of numbers
 FOR a FROM min_value to max_value
  Append a to indexes
 END FOR
 output ← None
 FOR i IN indexes
  IF i NOT IN numbers
  output ← i
 END FOR
 PRINT output",6,2,0- Uses fixed 1 instead of min(A),2- Range error affects missing-number check,2,,2,0,2,2,0
s1_9,"FUNCTION find_missing_number()
  input_string ← Read the next line from the file
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  indexes ← []
  min_value ← Min(numbers)
  max_value ← 1 + Length(numbers)
  
  FOR a FROM min_value to max_value DO
  Append a to indexes
  
  FOR i IN indexes DO
  IF i NOT IN numbers THEN
  output ← i
  
  Print output
 END FUNCTION",6,2,1 - Upper bound should be min_value + len(numbers),2 - Range mistake affects correctness of missing check,1 - Output may not be printed correctly / loop structure unclear,,2,1,2,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map each element in string_list to an integer
 indexes ← []
 min_value ← Min(numbers)
 max_value ← 1 + Length(numbers)
 FOR a FROM min_value to max_value
  Append a to indexes
 output ← 0
 FOR i IN indexes
  IF i NOT IN numbers
  output ← i
 PRINT output",7,2,1 - Upper bound should be min_value + len(numbers),2 - Range error affects missing-number check,2,,2,1,2,2,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map each element in string_list to an integer
 indexes ← []
 min_value ← Min(numbers)
 max_value ← 1 + Length(numbers)
 FOR a FROM min_value to max_value
  Append a to indexes
 output ← 0
 FOR i IN indexes
  IF i NOT IN numbers
  output ← i
 PRINT output",7,2,1 - Upper bound should be min_value + len(numbers),2 - Range error affects missing-number check,2,,2,1,2,2,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 indexes ← []
 min_value ← Min of numbers
 max_value ← min_value + Length of numbers
 
 FOR a FROM min_value to max_value + 1
  Add a to indexes
 
 FOR i FROM 0 to Length of indexes - 1
  IF indexes[i] not in numbers
  output ← indexes[i]
 
 PRINT output",7,2,1 - Upper bound should be min_value + len(numbers),2 - Range error affects missing-number check,2,,2,1,2,2,0
s1_9,"FUNCTION find_missing_number()
  input_string ← Read the next line from the file
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  min_value ← Min(numbers)
  max_value ← min_value + Length(numbers)
  
  indexes ← []
  FOR a FROM min_value to max_value DO
  Append a to indexes
  
  output ← None
  FOR i FROM 0 to Length(indexes) - 1 DO
  IF indexes[i] NOT IN numbers THEN
  output ← indexes[i]
  
  Print output
 END FUNCTION",6,2,1 - Upper bound should be min_value + len(numbers),2 - Range mistake affects correctness of missing check,1 - Output may not be printed correctly / loop structure unclear,,2,1,2,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 min_val ← Min of numbers
 max_val ← min_val + len(numbers)
 new_list ← []
 FOR i FROM 0 to len(numbers) - 1 DO
  Add numbers[i] to new_list
  Add max_val to new_list
 END FOR
 FOR i FROM 0 to len(numbers) - 1 DO
  IF numbers[i] NOT IN new_list THEN
  PRINT numbers[i]
  ELSE
  PRINT last element of new_list
  END IF
 END FOR",6,2,2- Range defined correctly,1- Missing-value logic flawed / overly complicated and incorrect,1- Output prints multiple numbers,,2,2,1,1,0
s1_9,"FUNCTION main()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each item in string_list to an integer
  min_val ← Min value in numbers
  max_val ← min_val + Length of numbers
  new_list ← []
  
  FOR i FROM min_val to max_val
  Add i to new_list
  
  FOR i FROM 0 to Length of numbers - 1
  IF i equals Length of numbers - 1
  Print last item in new_list
  ELSE IF numbers[i] not in new_list
  Print numbers[i]
  
 END FUNCTION",6,2,2- Range defined correctly,1- Missing-value logic flawed / may print multiple numbers,1- Output formatting may produce extra numbers,,2,2,1,1,0
s1_9,"FUNCTION find_missing_numbers()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each item in string_list to an integer
  min_val ← Min(numbers)
  max_val ← min_val + Length(numbers)
  new_list ← []
  
  FOR i FROM min_val to max_val DO
  Add i to new_list
  
  n ← new_list - numbers
  
  FOR i FROM 0 to Length(new_list) DO
  IF i == Length(numbers) THEN
  Print last element of new_list
  ELSE IF new_list[i] not in numbers THEN
  Print new_list[i]
 END FUNCTION",6,2,2- Range defined correctly,1- Missing-value logic flawed / may print multiple numbers,1- Output formatting may produce extra numbers,,2,2,1,1,0
s1_9,"FUNCTION find_missing_numbers()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  min_val ← Min(numbers)
  max_val ← min_val + Length(numbers)
  new_list ← []
  
  FOR i FROM min_val to max_val DO
  Add i to new_list
  
  FOR i FROM 0 to Length(new_list) - 1 DO
  IF i equals Length(numbers) OR new_list[i] not in numbers THEN
  Print new_list[i]",6,2,2- Range defined correctly,1- Missing-value logic flawed / may print multiple numbers,1- Output formatting may produce extra numbers,,2,2,1,1,0
s1_9,"FUNCTION find_missing_number()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each item in string_list to an integer
  min_val ← Min(numbers)
  max_val ← min_val + Length(numbers)
  new_list ← []
  
  FOR i FROM min_val to max_val DO
  Add i to new_list
  
  FOR i FROM 0 to Length(numbers)-1 DO
  IF i == Length(numbers)-1 THEN
  Print last item in new_list
  ELSE IF new_list[i] NOT IN numbers THEN
  Print new_list[i]
 END FUNCTION",6,2,2- Range defined correctly,1- Missing-value logic flawed / may print multiple numbers,1- Output formatting may produce extra numbers,,2,2,1,1,0
s1_9,"FUNCTION find_missing_number()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each item in string_list to an integer
  min_val ← Min value in numbers
  max_val ← min_val + Length of numbers
  new_list ← []
  
  FOR i FROM min_val to max_val
  Add i to new_list
  
  FOR i FROM 0 to Length of new_list - 1
  IF new_list[i] not in numbers
  Print new_list[i]
 END FUNCTION",6,2,2- Range defined correctly,1- Missing-value logic flawed / may print multiple numbers,1- Output formatting may produce extra numbers,,2,2,1,1,0
s1_9,"FUNCTION find_missing_number()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  
  min_value ← Calculate the minimum value in numbers
  max_value ← min_value + length of numbers
  
  FOR each number IN numbers DO
  IF number equals max_value THEN
  FOR j FROM min_value to max_value + 1 DO
  IF j not in numbers THEN
  Print j
  END IF
  END FOR
  BREAK
  END IF
  ELSE
  Print max_value
  END IF
 END FUNCTION",6,2,2- Range defined correctly,1- Missing-value logic flawed / incorrect handling,1- Output may print multiple numbers or wrong value,,2,2,1,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 numbers.sort()
 
 max_value ← numbers[0] + length of numbers
 min_value ← numbers[0]
 list1 ← []
 
 FOR i FROM min_value to max_value DO
  Add i to list1
 END FOR
 
 FOR k FROM 0 to length of numbers - 1 DO
  IF numbers[k] is in list1 THEN
  Remove numbers[k] from list1
  END IF
 END FOR
 
 PRINT all elements in list1",9,2,2- Range defined correctly,4,1- Output may print multiple numbers instead of single missing number,,2,2,4,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 numbers.sort()
 
 max_value ← numbers[0] + length of numbers
 min_value ← numbers[0]
 list1 ← []
 
 FOR i FROM min_value to max_value DO
  Add i to list1
 END FOR
 
 FOR k FROM 0 to length of numbers - 1 DO
  IF numbers[k] is in list1 THEN
  Remove numbers[k] from list1
  END IF
 END FOR
 
 PRINT all elements in list1",9,2,2- Range defined correctly,4,1- Output may print multiple numbers instead of single missing number,,2,2,4,1,0
s1_9,"READ input_string
 string_list ← Split input_string using ','
 numbers ← Map int to each element in string_list
 numbers.sort()
 
 max_value ← numbers[0] + length of numbers
 min_value ← numbers[0]
 list1 ← []
 
 FOR i FROM min_value to max_value DO
  Add i to list1
 END FOR
 
 FOR k FROM 0 to length of numbers - 1 DO
  IF numbers[k] is in list1 THEN
  Remove numbers[k] from list1
  END IF
 END FOR
 
 PRINT all elements in list1",9,2,2- Range defined correctly,4,1- Output may print multiple numbers instead of single missing number,,2,2,4,1,0
s1_9,"FUNCTION main()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  numbers.sort()
  
  max_value ← numbers[0] + Length of numbers
  min_value ← numbers[0]
  
  list1 ← Create an empty list
  
  FOR i FROM min_value to max_value + 1 DO
  Append i to list1
  END FOR
  
  FOR k FROM 0 to Length of numbers - 1 DO
  IF numbers[k] is in list1 THEN
  Remove numbers[k] from list1
  END IF
  END FOR
  
  Print list1
 END FUNCTION",9,2,2- Range defined correctly,4,1- Output prints list instead of single missing number,,2,2,4,1,0
s1_9,"FUNCTION main()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  numbers.sort()
  
  max_value ← numbers[0] + Length of numbers
  min_value ← numbers[0]
  
  list1 ← Create an empty list
  
  FOR i FROM min_value to max_value + 1 DO
  Append i to list1
  END FOR
  
  FOR k FROM 0 to Length of numbers - 1 DO
  IF numbers[k] is in list1 THEN
  Remove numbers[k] from list1
  END IF
  END FOR
  
  Print all elements in list1
 END FUNCTION",9,2,2- Range defined correctly,4,1- Output prints list instead of single missing number,,2,2,4,1,0
s1_9,"s ← Input()
 l ← []
 For each x IN s DO
  Add int(x) to l
 mini ← Min(l)
 maxi ← Max(l) + Length(l)
 For miss FROM mini to maxi + 1 DO
  If miss NOT IN l THEN
  Print miss
  END IF
 END FOR",8,2,2- Range defined correctly,3- Missing-value logic mostly correct but loop may overshoot,1- Output may print multiple numbers,,2,2,3,1,0
s1_9,"s ← Input()
 l ← []
 For each x in s:
  If x != "","":
  Add int(x) to l
 mini ← Min(l)
 maxi ← Max(l) + Length(l)
 For each miss in range(mini, maxi + 1):
  If miss not in l:
  Print(miss)",8,2,2- Range defined correctly,3- Missing-value logic mostly correct but loop may overshoot,1- Output may print multiple numbers,,2,2,3,1,0
s1_9,"s ← Input()
 l ← []
 For each x in s
  If x is not "",""
  Append int(x) to l
 mini ← Min(l)
 maxi ← Max(l) + Length(l)
 For each miss in range(mini, maxi + 1)
  If miss is not in l
  Print(miss)",8,2,2- Range defined correctly,3- Missing-value logic mostly correct but loop may overshoot,1- Output may print multiple numbers,,2,2,3,1,0
s1_9,"FUNCTION find_missing_numbers()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  list_n ← Create a list of integers from min(numbers) to max(numbers) inclusive
  FOR each number IN list_n DO
  IF number NOT IN numbers THEN
  Print number
  END IF
  END FOR
 END FUNCTION",7,2,1- Upper bound should be min_value + len(numbers),3,1- Output may print multiple numbers,,2,1,3,1,0
s1_9,"FUNCTION find_missing_numbers()
  input_string ← Read the input as a string of numbers separated by commas
  string_list ← Split input_string using ','
  numbers ← Map each element in string_list to an integer
  list_n ← Create a list of integers from min(numbers) to max(numbers) inclusive
  Print list_n
  
  FOR each number IN list_n DO
  IF number NOT IN numbers THEN
  Print number
  END IF
  END FOR
 END FUNCTION",7,2,1- Upper bound should be min_value + len(numbers),3,1- Output may print multiple numbers,,2,1,3,1,0
